title,article
"Bitcoin may soon go parabolic over $12,000 again"," Bitcoin is once more looking bullish as the world’s biggest decentralised asset has found a new influx of buying support to rally close to 20% in price since the start of July. On a backdrop of global turmoils driven by a narrative of trade tensions, a breakout in the gold and commodities markets, and even US President Donald Trump calling out China and Europe specifically for currency manipulation, could this be the perfect storm for Bitcoin to break past resistance and head upwards to fresh 2019 highs? China and Europe playing big currency manipulation game and pumping money into their system in order to compete with USA. We should MATCH, or continue being the dummies who sit back and politely watch as other countries continue to play their games – as they have for many years! — Donald J. Trump (@realDonaldTrump) July 3, 2019  Long-time Bitcoin advocate Andreas Antonopoulos has reminded the community that governments may soon try and “blame crypto for the currency war”, but “the race to the bottom” for state-backed fiat currencies has little to do with the disruptive asset class. Towards the end of last week, Bitcoin continued to grind to defend its five-figure valuation. Unlike other downward price movements that we have seen of late, Bitcoin’s move down did not include any large-scale sell-offs, but instead a series of mini-dumps taking the price down from $12,000 to $10,000. Since this local bottom was hit, we have seen volumes pick up and buyers come back into the market to drive the price back up to the same level where the ‘controlled’ sell-off began. If Bitcoin can now penetrate through the $12,000-$12,400 level of resistance, the move back up to $14,000 and beyond may be quicker than its initial parabolic rise in late June. If the digitally-scarce asset does decide to rally up from this point, the odds of ever seeing an exchange-traded price of under $10,000 will decrease exponentially as fast as any potential move in the opposite direction. Bitcoin will become the global reserve currency. That is why we are all here.  Anything short of this becomes much less interesting. — Pomp 🌪 (@APompliano) July 4, 2019    The popular Bitcoin analyst Anthony “Pomp” Pompliano recently outlined his $100,000 Bitcoin target for the end of 2021, but the chances are that if we do see all-time highs broken sooner rather than later, a six-figure valuation for Bitcoin may become a reality quicker than even the most bullish commentators in the space would ever expect. For more news, guides, and cryptocurrency analysis, click here. The post Bitcoin may soon go parabolic over $12,000 again appeared first on Coin Rivet."
The Crypto Daily – The Movers and Shakers 03/07/19," Bitcoin continued its trend-bucking form on Tuesday to end a string of losses at the turn of the quarter. Bitcoin rose by 2.29% on Tuesday. Reversing a 1.48% fall from Monday, Bitcoin ended the day at $10,885. A bearish start to the day saw Bitcoin slide from a morning high $10,719 to a late morning intraday low $9,728.2. Falling short of the major resistance levels, Bitcoin fell through the first major support level at $10,075 to test support at the 38.2% FIB of $9,734 before bouncing back. Rallying through the afternoon, Bitcoin struck a late intraday high $10,965 before easing back. In spite of the afternoon rally, Bitcoin fell well short of the first major resistance level at $11,218. It was Bitcoin’s first visit to sub-$10,000 levels since 21st June. Across the rest of the top 10 cryptos, it was a sea of red across the crypto-board. Leading the way down was Binance Coin, which slid by 3.65%. Also seeing heavy losses were Litecoin (-3.26%), Tron (-2.89%), Bitcoin Cash ABC (-2.59%), and EOS (-2.37%). Ethereum and Bitcoin Cash SV saw more modest losses of 0.84% and 0.48% respectively. For Stellar’s Lumen, things haven’t improved since falling out of the top ten with a 2.16% loss on the day. With Bitcoin bucking the trend to see green on the day, Bitcoin’s dominance moved back to 61% levels. The total crypto market cap recovered from sub-$290 levels on Tuesday to end the day at $313.2bn. At the time of writing, Bitcoin was up by 2.73% to $11,182 as the bulls look to restore order. Moves within the first hour saw Bitcoin rise from a low $10,876 to a high $11,200 before easing back. While leaving the major support and resistance levels untested early on, Bitcoin came within range of the 23.6% FIB of $11,275. Elsewhere, it was a mixed start to the day for the majors. Ethereum tracked Bitcoin early on, with a 1.01% gain. Tron (+0.94%), Bitcoin Cash SV (+1.03%), and Litecoin (+1.18%) also made solid gains. Bucking the trend in the early hours, however, was Binance Coin with a 0.31% loss. Bitcoin would need to move through the 23.6% FIB of $11,257 to bring the first major resistance level at $11,323.93 into play. Having failed to touch $11,000 levels on Tuesday, the early move should support a bullish day ahead. An early break through the first major resistance level would bring $11,500 levels into play. Bitcoin would need the support of the broader market, however, to take a run at the second major resistance level at $11,762.87. Failure to move through the 23.6% FIB could see Bitcoin hit reverse. A fall back through to $10,500 levels would bring the first major support level at $10,087.13 into play. Barring a crypto meltdown, Bitcoin should steer clear of sub-$10,000 support levels on the day. Get Into Cryptocurrency Trading Today This article was originally posted on FX Empire"
"Bitcoin Cash – ABC, Litecoin and Ripple Daily Analysis – 06/07/19"," Bitcoin Cash ABC rose by 0.46% on Friday. Partially reversing a 5% slide from Thursday, Bitcoin Cash ABC ended the day at $400.0. A choppy day saw Bitcoin Cash ABC slide to a mid-morning intraday low $393.06 before finding support. Steering clear of the first major support level at $390.63, Bitcoin Cash ABC rallied to a late morning intraday high $411.50. In spite of the upswing, Bitcoin Cash ABC fell short of the first major resistance level at $413.25 and 23.6% FIB of $418. Easing back through the afternoon, Bitcoin Cash ABC slid back to $396 levels before a late recovery to $400 levels. At the time of writing, Bitcoin Cash ABC was up by 1.13% to $404.5. A bullish start to the day saw Bitcoin Cash ABC rise from a morning low $400.67 to a high $404.5. Bitcoin Cash ABC left the major support and resistance levels untested early on. For the day ahead, a hold above $401.5 would support a run at the first major resistance level at $409.98. Bitcoin Cash ABC would need the continued support of the broader market, however, to take a run on Thursday’s high $411.5. Barring a broad-based crypto rally, Bitcoin Cash ABC would likely fall short of recovery through the 23.6% FIB of $418.0. Failure to hold above $401.5 could see Bitcoin Cash ABC test the first major support level at $391.54. Barring a crypto meltdown, Bitcoin Cash ABC should steer clear of sub-$390 support levels on the day. Litecoin fell by 0.79% on Friday. Following on from a 1.8% fall from Thursday, Litecoin ended the day at $118.54. A choppy morning saw Litecoin fall to a low $116.88 before striking a late morning intraday high $120.85. The early pullback saw Litecoin fall through the 23.6% FIB of $117 to come within range of the first major support level at $116.62. In spite of rebound, Litecoin fell short of the first major resistance level at $124.96. Pulling back through the afternoon, Litecoin fell back through the 23.6% FIB to an intraday low $116.56. Litecoin tested the first major support level at $116.62 for a 2nd time on the day before a recovering to $119 levels. A late pullback saw Litecoin fall back into the red for the day. At the time of writing, Litecoin was up 1.28% to $120.06. Tracking the broader market, Litecoin rose from a morning low $118.41 to a high $120.79 before easing back. Steering clear of the major support levels, the first major resistance level at $120.74 pinned Litecoin back early on. For the day ahead, a hold above $118 levels would support another move through the first major resistance level at $120.74. Litecoin would need support from the broader market, however, to take a run at the second major resistance level at $122.94. Barring a broad-based crypto rally, Thursday’s high $120.85 and the first major resistance level would likely limit any upside. Failure to hold above $118 levels could see Litecoin fall through the 23.6% FIB of $117. The first major support level at $116.45 would likely limit any downside. Ripple’s XRP fell by 2.15% on Friday. Following on from a 4.47% slide from Thursday, Ripple’s XRP ended the day at $0.37948. A bearish start to the day saw Ripple’s XRP slide from an intraday high $0.38920 to a mid-morning intraday low $0.37405. The reversal saw Ripple’s XRP fall through the first major support level at $0.3802. Ripple’s XRP managed to recover to $0.385 levels by late morning before easing back through the 2nd half of the day to sub-$0.38 levels. At the time of writing, Ripple’s XRP was up by 1.34% to $0.38457. A bullish start to the day saw Ripple’s XRP rise from a morning low $0.37936 to a high $0.38612 before easing back. Ripple’s XRP left the major support and resistance levels untested early on. For the day ahead, a hold above $0.3810 levels would support further upside on the day. Ripple’s XRP would need the support of the broader market, however, to break through the first major resistance level at $0.3878. Barring a broad-based crypto rally, Thursday’s high $0.3892 and first major resistance level would likely cap any upside. Failure to hold above $0.3810 levels could see Ripple’s XRP test the first major support level at $0.3726 before any recovery. Barring a broad-based crypto sell-off, Ripple’s XRP will likely steer clear of sub-$0.37 levels on the day. Please let us know what you think in the comments below Thanks, Bob This article was originally posted on FX Empire"
The Crypto Daily – The Movers and Shakers 08/07/19," Bitcoin closed out the week in positive territory, resuming what has been a particularly bullish run since January. Year-to-date Bitcoin has seen just 8 weekly losses, 2 of which came in June. On Sunday, Bitcoin rose by 1.85%, following on from a 2.56% gain on Saturday, to end the day at $11,485. It was a relatively range-bound first half of the day. Bitcoin eased back to a mid-morning intraday low $11,110 before recovering to a late morning high $11,375. The late morning rally saw Bitcoin break through the 23.6% FIB of $11,275 that provided much-needed support through the morning. Falling back from $11,400 levels struck in the middle of the day, Bitcoin slipped through the 23.6% FIB to $11,150 levels before finding support. Bitcoin bounced back to a late intraday high $11,620 before easing back. In spite of the afternoon rally, Bitcoin came up short of the first major resistance level at $11,680.33. For the week, the weekend gains delivered a 6.34% rise for the week ending 7th July. Across the rest of the top 10 cryptos, it was green across the board for majors on Sunday. Leading the way on the day were Tron’s TRX and Ethereum, which saw gains of 8.94% and 6.52% respectively. EOS also outperformed Bitcoin on the day, rising by 3.28%. The rest of the pack saw more modest gains. Bitcoin Cash ABC (+1.79%), Ripple’s XRP (+1.81%), Binance Coin (+1.91%), and Bitcoin Cash SV (+1.96%) stood alongside Bitcoin on the day. Litecoin saw the most modest gain of the day, however, rising by 1.71%. For the week, Tron’s TRX led the way, rallying by 10.06% to cement its position in the number 10 spot by market cap. Bucking the trend in the week was Litecoin, which fell by 1.52%. Bitcoin’s dominance held onto 62% levels, having peaked at 63% levels on Thursday. At the time of writing, Bitcoin’s dominance stood at 62.1%. The total crypto market cap rose from $313.57bn to a high $337.76bn on Thursday before easing back to $330bn levels. At the time of writing, Bitcoin was down by 0.39% to $11,440. Moves at the start of the day saw Bitcoin fall from a morning high $11,547 to a low $11,413. Bitcoin steered clear of the major support and resistance levels early on. Elsewhere, Bitcoin Cash ABC and Tron’s TRX bucked the trend early, rising by 0.49% and by 0.29% respectively. The rest of the pack were in the red, with Bitcoin Cash SV leading the way down with a 1.47% loss. Bitcoin would need to hold onto $11,400 levels to make a move later in the day. A move through the morning high to $11,600 levels would bring the first major resistance level at $11,700 into play. Barring a broad-based crypto rally, Sunday’s high $11,620 and the first major resistance level will likely limit any upside. Failure to hold onto $11,400 levels could see Bitcoin slide through the 23.6% FIB of $11,275. A pullback to $11,200 levels would bring the first major support level at $11,190 into play before any recovery. Barring a crypto meltdown, Bitcoin should steer clear of sub-$11,000 support levels on the day. Get Into Cryptocurrency Trading Today This article was originally posted on FX Empire"
Bitcoin Tech Analysis – Recap and Mid-Day Review – 04/07/19," Bitcoin rallied by 10.09% on Wednesday. Following on from a 2.29% gain on Tuesday, Bitcoin ended the day at $11,983. A bullish start to the day set the tone, with Bitcoin on the move from the start of the day. Bitcoin rallied from an intraday low $10,876 to a mid-morning high $11,584. The moves through the early hours saw Bitcoin break through the 23.6% FIB of $11,275 and the first major resistance level at $11,762.87. A pullback to sub-$11,000 levels by late morning saw Bitcoin steer clear of the first major support level at $10,087.13 before a late rally. The late rally saw Bitcoin break back through the 23.6% FIB of $11,275, first major resistance level at $11,323.93, and second major resistance level at $11,762.87 to hit an intraday high $12,025. Resistance at $12,000 limited the upside on the day. The Bitcoin rally led to Bitcoin’s dominance rising back to 62% levels. Bitcoin’s market cap jumped to a Wednesday high $213.5bn before easing back. Bitcoin ultimately provided support to the broader crypto market, leading the majors into positive territory on the day. For the Bitcoin bulls, the near-term bullish trend, formed at mid-December’s swing lo $3,215.2 remained intact. Bitcoin continued to find support at the 23.6% FIB of $11,275. Wednesday’s rally was another day of correlation with the more mature markets. The rally kicked in well ahead of economic data out of the U.S, however. Weak U.S stats continued to support the FED’s projected rate cut later in the day year. While the cheaper cost of funds is a boon for riskier assets, the current interest rate environment continues to be supportive. A negative for Bitcoin and the broader market continues to be the prospect of a material shift in the regulatory landscape. There’s also the pending SEC decisions on the Bitcoin ETFs to consider. The recent volatility across the broader market has come at the wrong time for those hoping for Bitcoin ETFs to be approved. The good news, however, is the fact that there have been no headline cases of exchanges being hacked… Another piece of good news is the fact that the planned launch of Facebook’s Libra has done no damage just yet… At the time of writing, Bitcoin was down by 1.63% to $11,787. In the early part of the day, Bitcoin rose to a start of a day high $12,065 before hitting reverse. Falling short of the first major resistance level at $12,379.33, Bitcoin fell back to a late morning low $11,503. Steering clear of the 23.6% FIB of $11,275 and first major support level at $11,230.33, Bitcoin moved back through to $11,700 levels. For the Bitcoin bulls, $12,000 looks to be the line in the sand. A hold onto $11,700 levels through the early afternoon would support a move back through to $11,900 levels. Bitcoin would need the support of the broader market, however, to break out from this morning’s high $12,065. In the event of a breakout, the first major resistance level at $12,379.33 would come into play before any pullback. Failure to hold onto $11,700 levels could see Bitcoin slide back through the 23.6% FIB of $11,275. Barring an extended sell-off through the afternoon, the first major support level at $11,230.33 should limit the downside. In the event of a sell-off, expect a return to sub-$11,000 levels before finding support. The article was written by Bharat Gohri, Chief Market Analyst at easyMarkets This article was originally posted on FX Empire"
California’s Cannabis Delivery Service Now Accepts Bitcoin," SpeedWeed, California’s only legal cannabis delivery platform, announced that it is now accepting Bitcoin (BTC-USD). Customers can now use the popular cryptocurrency to purchase legal marijuana products from licensed dispensaries and have them delivered directly to their door, the company said in a statement. “With banks and credit card companies shying away from the cannabis industry, customers are forced to pay in cash. That’s really inconvenient. We have a better way,” SpeedWeed Director of Operations Ken Breese stated. “By allowing members to pay with crypto, we’re able to keep our promise: SpeedWeed is the safest, most convenient way to have cannabis delivered.” Launched in 2011 as a family business, SpeedWeed has become the largest cannabis delivery platform in America with over 200,000 members and growing. It gained notoriety for delivering medical marijuana to the homes of some of Hollywood’s biggest stars. The post California’s Cannabis Delivery Service Now Accepts Bitcoin appeared first on Market Exclusive."
"KuCoin launches derivatives trading platform KuMEX, promises up to 20x leverage"," Count this as the latest attempt by a cryptocurrency exchange to take a piece of the perpetual swap pie. IDG-backed KuCoin has announced the beta launch of its derivatives trading platform, KuMEX. To start, the new platform will offer trading of its so-called Bitcoin Perpetual Contract (XBTUSDM).  KuCoin is the latest cryptocurrency exchange to announce its intention to gatecrash the market for cryptocurrency derivatives, a space currently dominated by behemoth BitMEX. Houbi, Binance, and Bitfinex have recently launched or announced the impending launch of their own platforms to trade perpetual swaps, a synthetic way to bet on cryptocurrencies.  As part of its attempt to lure traders to the new venue, KuMEX will offer rebates to certain traders. “At the same time, KuMEX offers a negative fee for Makers at a rate of -0.025% with a certain amount of fixed commission, encouraging users to provide liquidity to the platform through making the market and earning some commission as an incentive,” the press release reads. Furthermore, the platform uses Bitcoin Spot Index that volume-weights the price of bitcoin in six major exchanges—Coinbase Pro, Bitstamp, Kraken, Gemini, Liquid and Bittrex. According to the press release, by using figures from more exchanges, KuMEX hopes to achieve a more “fair and rigorous” bitcoin index price. Meanwhile, rival BitMEX prices its swaps based on data from a pool of three exchanges.  KuCoin also announced a trading competition, with a reward of 10,000 KCS for users with top scores in their return rate ranking."
Ethereum Analysis – Support Levels in Play – 03/07/19," It’s been a bearish first half of the week. Following last week’s 2.76% gain, Ethereum was down by 8.13%, Sunday through Tuesday. A bearish start to the week saw Ethereum slide by 8.51% on Sunday to set the tone early on. In spite of finding support on Monday to hold on to $290 levels, with a 1.25% gain, the reversal continued on Tuesday. Ethereum fell by a further 0.84% to end the day at $291.25. Falling from a current week high $323.61 from Sunday, Ethereum fell to a current week low $270.42 on Tuesday. Steering well clear of the first major resistance level at $363.16, Ethereum fell through the first major support level at $272.17 before recovering to $291 levels. While falling back from the 38.2% FIB of $367, Ethereum managed to steer clear of the 23.6% FIB of $257. The extended bearish trend, formed at last May 2018’s swing hi $828.97, remained firmly intact, however. Ethereum continued to fall short of the 38.2% FIB Retracement Level of $367, following December’s swing lo $80.6. For the bulls, a breakout from the 38.2% FIB of $367 would be needed to form a near-term bullish trend. At the time of writing, Ethereum was up by 0.67% to $293.19. A move back through to $320 levels would signal a 2nd half of a week rebound. Ethereum would need support from the broader market, however, to break out from $300. In the event of a broad-based crypto rebound, a move through to $320 levels would bring the first major resistance level at $363.16 into play. Barring a crypto rally going into the weekend, however, the first major resistance level and the 38.2% FIB would cap any upside in the event of a bounce back. With volatility returning to the broader market, a break through the 38.2% FIB would bring $400 levels into view. Failure to move through to $320 levels would likely leave Ethereum on the back foot through the week. A fall through the current week low $270.42 could see Ethereum slide through the 23.6% FIB of $257 before any recovery. Barring a crypto meltdown, Ethereum should steer well clear of the second major support level at $227.34. A visit to $260 levels would be on the cards, however, in the event of a sell-off. Major Support Level: $272.17 Major Resistance Level: $363.16 23.6% FIB Retracement Level: $257 38.2% FIB Retracement Level: $367 62% FIB Retracement Level: $543 This article was originally posted on FX Empire"
Andreas Antonopoulos wants people to stick with crypto," In a recent interview on London Real, the Bitcoin and open blockchain advocate Andreas Antonopoulos talked about the wrong type of people entering the digital asset economy, and why many end up staying for different reasons other than price. On the topic of the many hype-based cryptocurrency projects we see today, Antonopoulos said that the industry sometimes attracts the wrong type of crowd into the ecosystem. “It attracts scammers, opportunists, pump and dumpers, and pyramid schemes, and the ICO market enabled a lot of those people to make their own coins.” Andreas said that one of the reasons the ICO craze happened was because Ethereum made it easy for people to build a scalable, secure, transferable, and censorship-resistant blockchain “just by writing 20 lines of code”. But the Mastering Ethereum author said that in the first 2017 wave of mania, people used these newly-created programmable blockchains “to build platforms to do massive pump and dumps” instead of building projects focused on privacy and censorship resistance. However, he did mention that in the long run, “if you can fund start-ups with an international pool of investors, that can change the investment fields”. FOMO is in the air. Newbies are joining the cryptocurrency space and falling prey to scammers.  Please educate your friends and family:– Promises of profit are 100% ponzi– Request to ""recruit"", ""affiliate"" etc are 100% pyramid schemes– ICO/IEO are 99.99% pump-and-dump — Andreas M. Antonopoulos (@aantonop) June 20, 2019  Regarding the parabolic rises and falls of many crypto assets, Andreas said that “nothing goes exponential without going down”, and that Bitcoin has done this eight times already as “that’s how it grows”. “The reason it grows like this is that there isn’t much in terms of short pressure to hold it down,” he said. “If you’ve got something that has limited supply and you suddenly have a speculative mania that blows up, it will continue to go up in a straight line, which only further fuels the mania. “Until it reaches a point where there simply isn’t anybody else who feels just as enthusiastic and it pauses for a second, the panic just drives [the price] down.” Andreas said that there’s “no difference between speculators and investors” and that they’re just speculating with a different risk profile, with some of them doing so “with very little research and information”. He said that the reason this is bad is that “a lot of good, innocent, and slightly naive people lost a lot of money” and had their lives destroyed because of this. This has a negative effect “as it changes the community” and “causes damage to the community”. “You have a lot of drama that comes up when there’s money on the table – people’s personalities change.” He said that people start taking shortcuts and their ethics become compromised – “power corrupts, money corrupts”. Andreas said that the majority of people first got involved in crypto most likely “because they heard that it’s some kind of investment opportunity”. He made the case that even though many of these people may have first entered the space “because of speculation and mania”, the people who were only motivated by price left during the 2018 crash, with those who stayed “finding other motivations”. He claimed some of the reasons why people stay is because they like the community, they understand the technology, and they may even be “driven by the political implications”. To those people, Andreas said: “Welcome, you may have come because you want to get rich – that’s okay. Now let me tell you about why you should stay because of the technology even after the price crashes.”   The post Andreas Antonopoulos wants people to stick with crypto appeared first on Coin Rivet."
The Crypto Week – Bitcoin Leads the Way in a Mixed Week for the Majors," While the Bitcoin bulls continued to maintain control, its been another mixed week for the rest of the pack. Bitcoin rose by 2.56% on Saturday. Reversing a 1.42% fall from Friday, Bitcoin ended the day at $11,281. On the day, a bullish start to the morning saw Bitcoin rally from an intraday low $10,961 to a morning high $11,594 before easing back. The early rally saw Bitcoin break through the 23.6% FIB of $11,275 and first major resistance level at $11,378. Following a relatively range-bound late morning, Bitcoin rallied to a late afternoon intraday high $11,720. Falling short of the second major resistance level at $11,753, slid back through the 23.6% FIB to a 2nd half of a day low $11,066. For the bulls, steering clear of sub-$11,000 levels was key late in the day, supporting a move back through the 23.6% FIB to $11,280 levels. For the current week, Bitcoin was up by 4.45%, which was also supported by 2.29% and 10.09% gains from Tuesday and Wednesday respectively. Across the rest of the top 10 cryptos, it was a mixed start to the weekend. Joining Bitcoin in the green for the day were Ripple’s XRP, which led the way with a 3.08% rally. Bitcoin Cash ABC and EOS also ended the day in the green, with gains of 1.59% and 0.19% respectively. Bitcoin Cash SV (-1.2%), Litecoin (-0.18%), Binance Coin (-0.15%) and Ethereum (-0.09%) saw red on the day, while Tron ended the day flat. For the current week, Bitcoin led the way with its 4.45%, Monday through Saturday. Bitcoin Cash ABC (+2.7%), Bitcoin Cash SV (+2.33%), and Binance Coin (+2.04%) also saw solid gains. Tron’s TRX and EOS were also in the green with 1.26% and 0.05% gains respectively. Bucking the trend on the week were Litecoin and Ethereum, which were down by 3.1% and by 0.87% respectively. Another choppy week saw the total crypto market cap recover from a Tuesday current week low $288.64bn to a current week high $337.76bn. At the time of writing, the total crypto market cap stood at $320.33bn. 24-hour trading volumes were on the slide, however. Falling back from $99bn levels on Wednesday, 24-hour trading volumes stood at $62.72bn at the time of writing. At the time of writing, Bitcoin was down by 0.55% to $11,219. A mixed start to the day saw Bitcoin fall from a morning high $11,276 to a low $11,111 before finding support. Whilst steering clear of the major support and resistance levels, Bitcoin fell through the 23.6% FIB of $11,275. Elsewhere, Litecoin recovered from early losses to move into the green, up by 0.06% at the time of writing. Joining Litecoin in the green were EOS (+0.54%), Ethereum (+0.18%) and Binance Coin (+0.02%). Bitcoin Cash ABC joined Bitcoin in the red with a -1.64%, while Bitcoin Cash SV was flat. Bitcoin would need to break back through the 23.6% FIB of $11,275 to $11,320 levels to bring the first major resistance level at $11,680.33 into play. Barring a broad-based crypto rally, the first major resistance level and Saturday’s high $11,720 would likely limit any upside. Failure to move back through the 23.6% FIB to $11,320 levels could see Bitcoin slide deeper into the red. A fall through the morning low $11,111 would bring the first major support level at $10,921.33 into play. Barring a broad-based crypto sell-off, Bitcoin should steer clear of sub-$10,900 levels on the day. Get Into Cryptocurrency Trading Today This article was originally posted on FX Empire"
The Crypto Daily – The Movers and Shakers 04/07/19," Bitcoin led the way on Wednesday, providing much-needed support to the broader market at the turn of the quarter. Bitcoin rallied by 10.09% on Wednesday. Following on from a 2.29% gain from Tuesday, Bitcoin ended the day at $11,982. A bullish start to the day saw Bitcoin rally from an intraday low $10,876 to a mid-morning high $11,584. Bitcoin broke through the 23.6% FIB of $11,275 and first major resistance level at $11,323.93 before hitting reverse. Bitcoin fell back through the 23.6% FIB to sub-$11,000 levels before bouncing back to $11,500 levels. A relatively choppy afternoon saw Bitcoin find support at the 23.6% FIB of $11,275 before a late in the day rally. The late rally saw Bitcoin rise from an afternoon low $11,038 to a late intraday high $12,025. Bitcoin broke through the 23.6% FIB, first major resistance level at $11,323.93 and second major resistance level at $11,762.87. Across the rest of the top 10 cryptos, it was a sea of green across the crypto-board. Coming in a distant second to Bitcoin was Ethereum, which gained 3.62%. Bitcoin Cash SV (+3.03%), Litecoin (+2.69%), EOS (+2.39%), Bitcoin Cash ABC (+2.25%), Tron (+2.14%) and Binance Coin (+2.10%) also made solid gains on the day. For Stellar’s Lumen, a modest 1.52% gain on the day saw the gap widen with Tron sitting at the number 10 spot by market cap. The Bitcoin rally on the day led to Bitcoin’s dominance rising back to 62% levels. At the time of writing, Bitcoin’s dominance stood at 63.1% The total crypto market cap rose from $315bn levels to $337.4bn on Wednesday, supported by Bitcoin’s break out. At the time of writing, Bitcoin was down by 1.08% to $11,852. A mixed start to the day saw Bitcoin rise to a morning high $12,065 before falling to a morning low $11,808. Bitcoin left the major resistance and support levels untested in the early hours. Elsewhere, Binance Coin bucked the trend at the time of writing, rising by 0.31%. For the rest of the pack, it was back in the red. Leading the way was EOS, which was down by 2.25%. Litecoin (-1.38%), Ethereum (-1.26%) and Tron (-1.21%) were also deep in the red in the early hours. Amongst the cryptos in reverse, Bitcoin Cash SV saw the most modest loss, down by 0.02% at the time of writing. Bitcoin would need to hold onto $11,800 levels through the morning to support a rebound later in the day. A move through the morning high $12,065 would bring the first major resistance level at $12,379.33 into play. Bitcoin would need the support of the broader market, however, to break out from the morning high. Failure to hold onto $11,800 levels could see Bitcoin cough up Wednesday’s gains. A fall through to sub-$11,630 levels would bring the 23.6% FIB of $11,275 into play. Barring a crypto meltdown, the first major support level at $11,230.33 should limit any downside in the event of an extended sell-off. Get Into Cryptocurrency Trading Today This article was originally posted on FX Empire"
Bitcoin’s hash rate hits all-time high," Bitcoin's hash rate has reached its all-time high according to data from Blockchain.com. As of July 5, 2019, Bitcoin's hash rate broke 74.5 million tera hashes per second — up 109% year-over-year. Bitcoin's previous all-time high hash rate was reached on June 29, 2019, at 68.6 million tera hashes per second."
Ethereum Analysis – Support Levels in Play – 03/07/19," It’s been a bearish first half of the week. Following last week’s 2.76% gain, Ethereum was down by 8.13%, Sunday through Tuesday. A bearish start to the week saw Ethereum slide by 8.51% on Sunday to set the tone early on. In spite of finding support on Monday to hold on to $290 levels, with a 1.25% gain, the reversal continued on Tuesday. Ethereum fell by a further 0.84% to end the day at $291.25. Falling from a current week high $323.61 from Sunday, Ethereum fell to a current week low $270.42 on Tuesday. Steering well clear of the first major resistance level at $363.16, Ethereum fell through the first major support level at $272.17 before recovering to $291 levels. While falling back from the 38.2% FIB of $367, Ethereum managed to steer clear of the 23.6% FIB of $257. The extended bearish trend, formed at last May 2018’s swing hi $828.97, remained firmly intact, however. Ethereum continued to fall short of the 38.2% FIB Retracement Level of $367, following December’s swing lo $80.6. For the bulls, a breakout from the 38.2% FIB of $367 would be needed to form a near-term bullish trend. At the time of writing, Ethereum was up by 0.67% to $293.19. A move back through to $320 levels would signal a 2nd half of a week rebound. Ethereum would need support from the broader market, however, to break out from $300. In the event of a broad-based crypto rebound, a move through to $320 levels would bring the first major resistance level at $363.16 into play. Barring a crypto rally going into the weekend, however, the first major resistance level and the 38.2% FIB would cap any upside in the event of a bounce back. With volatility returning to the broader market, a break through the 38.2% FIB would bring $400 levels into view. Failure to move through to $320 levels would likely leave Ethereum on the back foot through the week. A fall through the current week low $270.42 could see Ethereum slide through the 23.6% FIB of $257 before any recovery. Barring a crypto meltdown, Ethereum should steer well clear of the second major support level at $227.34. A visit to $260 levels would be on the cards, however, in the event of a sell-off. Major Support Level: $272.17 Major Resistance Level: $363.16 23.6% FIB Retracement Level: $257 38.2% FIB Retracement Level: $367 62% FIB Retracement Level: $543 This article was originally posted on FX Empire",Bob Mason,"<span class=""provider-link"" data-reactid=""12"" itemprop=""name""><a class=""Fz(12px) C(#222) Fw(b)"" data-reactid=""13"" href=""https://www.fxempire.com/"" itemprop=""url"" rel=""noopener noreferrer nofollow"" target=""_blank"">FX Empire</a></span>"
Coinsquare buys majority stake in Just Cash in bid to make world’s ATMs crypto-friendly," Cryptocurrency trading platform Coinsquare is making a bid to make digital assets more accessible.  Coinsquare has announced it has made a controlling investment in software provider Just Cash, whose tech will allow any ATM to sell cryptocurrency. The software does not disrupt the ATM network, no hardware changes are required and there are no additional costs to the operator. Coinsquare CEO Cole Diamond believes crypto-friendly ATMs are key to making digital assets accessible to the masses.  “Right now, there is a lack of mainstream cryptocurrency adoption because most people are intimidated by the process to acquire it,” said Diamond. “By using the millions of existing ATMs around the world, we can now bridge the gap and give new users the easiest and most familiar experience to purchase cryptocurrency.”",Carol Gaszcz,"<span class=""provider-link"" data-reactid=""12"" itemprop=""name""><a class=""Fz(12px) C(#222) Fw(b)"" data-reactid=""13"" href=""https://www.theblockcrypto.com/"" itemprop=""url"" rel=""noopener noreferrer nofollow"" target=""_blank"">The Block</a></span>"
